name	hgnc_id
17q12	HGNC:11531
17q12	HGNC:11630
17q12	HGNC:12309
17q12	HGNC:17007
17q12	HGNC:18257
17q12	HGNC:19235
17q12	HGNC:19357
17q12	HGNC:20038
17q12	HGNC:23213
17q12	HGNC:26202
17q12	HGNC:26234
17q12	HGNC:26831
17q12	HGNC:28639
17q12	HGNC:28944
17q12	HGNC:29860
17q12	HGNC:30708
17q12	HGNC:38372
17q12	HGNC:39115
17q12	HGNC:43339
17q12	HGNC:47452
17q12	HGNC:48155
17q12	HGNC:49437
17q12	HGNC:49979
17q12	HGNC:51245
17q12	HGNC:51246
17q12	HGNC:51247
17q12	HGNC:53778
17q12	HGNC:557
17q12	HGNC:6593
17q12	HGNC:84
1q21.1_BP3-BP4	HGNC:1008
1q21.1_BP3-BP4	HGNC:10133
1q21.1_BP3-BP4	HGNC:13840
1q21.1_BP3-BP4	HGNC:15580
1q21.1_BP3-BP4	HGNC:18012
1q21.1_BP3-BP4	HGNC:1916
1q21.1_BP3-BP4	HGNC:24297
1q21.1_BP3-BP4	HGNC:25232
1q21.1_BP3-BP4	HGNC:27628
1q21.1_BP3-BP4	HGNC:28394
1q21.1_BP3-BP4	HGNC:29609
1q21.1_BP3-BP4	HGNC:31240
1q21.1_BP3-BP4	HGNC:31241
1q21.1_BP3-BP4	HGNC:31242
1q21.1_BP3-BP4	HGNC:31974
1q21.1_BP3-BP4	HGNC:31993
1q21.1_BP3-BP4	HGNC:31995
1q21.1_BP3-BP4	HGNC:33129
1q21.1_BP3-BP4	HGNC:33996
1q21.1_BP3-BP4	HGNC:35144
1q21.1_BP3-BP4	HGNC:36873
1q21.1_BP3-BP4	HGNC:37500
1q21.1_BP3-BP4	HGNC:3773
1q21.1_BP3-BP4	HGNC:4279
1q21.1_BP3-BP4	HGNC:4281
1q21.1_BP3-BP4	HGNC:42834
1q21.1_BP3-BP4	HGNC:42986
1q21.1_BP3-BP4	HGNC:42992
1q21.1_BP3-BP4	HGNC:43480
1q21.1_BP3-BP4	HGNC:44254
1q21.1_BP3-BP4	HGNC:4607
1q21.1_BP3-BP4	HGNC:46277
1q21.1_BP3-BP4	HGNC:48134
1q21.1_BP3-BP4	HGNC:48308
1q21.1_BP3-BP4	HGNC:48311
1q21.1_BP3-BP4	HGNC:48315
1q21.1_BP3-BP4	HGNC:48462
1q21.1_BP3-BP4	HGNC:48464
1q21.1_BP3-BP4	HGNC:48471
1q21.1_BP3-BP4	HGNC:49454
1q21.1_BP3-BP4	HGNC:50025
1q21.1_BP3-BP4	HGNC:50867
1q21.1_BP3-BP4	HGNC:52519
1q21.1_BP3-BP4	HGNC:53616
1q21.1_BP3-BP4	HGNC:53805
1q21.1_BP3-BP4	HGNC:53891
1q21.1_BP3-BP4	HGNC:53892
1q21.1_BP3-BP4	HGNC:53923
1q21.1_BP3-BP4	HGNC:54338
1q21.1_BP3-BP4	HGNC:54339
1q21.1_BP3-BP4	HGNC:54428
1q21.1_BP3-BP4	HGNC:54431
1q21.1_BP3-BP4	HGNC:54437
1q21.1_BP3-BP4	HGNC:54985
1q21.1_BP3-BP4	HGNC:55097
1q21.1_BP3-BP4	HGNC:9379
1q21_TAR	HGNC:16341
1q21_TAR	HGNC:16861
1q21_TAR	HGNC:16952
1q21_TAR	HGNC:17013
1q21_TAR	HGNC:18154
1q21_TAR	HGNC:26323
1q21_TAR	HGNC:26618
1q21_TAR	HGNC:27639
1q21_TAR	HGNC:28466
1q21_TAR	HGNC:28715
1q21_TAR	HGNC:30076
1q21_TAR	HGNC:31862
1q21_TAR	HGNC:31984
1q21_TAR	HGNC:31992
1q21_TAR	HGNC:32000
1q21_TAR	HGNC:33593
1q21_TAR	HGNC:33998
1q21_TAR	HGNC:35237
1q21_TAR	HGNC:41210
1q21_TAR	HGNC:42987
1q21_TAR	HGNC:45046
1q21_TAR	HGNC:48314
1q21_TAR	HGNC:48319
1q21_TAR	HGNC:4887
1q21_TAR	HGNC:49462
1q21_TAR	HGNC:50072
1q21_TAR	HGNC:52506
1q21_TAR	HGNC:54435
1q21_TAR	HGNC:54436
1q21_TAR	HGNC:54448
1q21_TAR	HGNC:55084
1q21_TAR	HGNC:6135
1q21_TAR	HGNC:8821
1q21_TAR	HGNC:8853
1q21_TAR	HGNC:9905
2q21.1	HGNC:19236
2q21.1	HGNC:23623
2q21.1	HGNC:24423
2q21.1	HGNC:25270
2q21.1	HGNC:26771
2q21.1	HGNC:27016
2q21.1	HGNC:30272
2q21.1	HGNC:33895
2q21.1	HGNC:37094
2q21.1	HGNC:37818
2q21.1	HGNC:39473
2q21.1	HGNC:42075
2q21.1	HGNC:42119
2q21.1	HGNC:42208
2q21.1	HGNC:42285
2q21.1	HGNC:43940
2q21.1	HGNC:44578
2q21.1	HGNC:47090
2q21.1	HGNC:48657
2q21.1	HGNC:49282
2q21.1	HGNC:49283
2q21.1	HGNC:49285
2q21.1	HGNC:49286
2q21.1	HGNC:51961
2q21.1	HGNC:52020
2q21.1	HGNC:52034
2q21.1	HGNC:52048
2q21.1	HGNC:52078
2q21.1	HGNC:54076
2q21.1	HGNC:54579
2q21.1	HGNC:684
2q21.1	HGNC:7767
15q11.2	HGNC:13759
15q11.2	HGNC:14114
15q11.2	HGNC:15367
15q11.2	HGNC:15371
15q11.2	HGNC:15373
15q11.2	HGNC:15374
15q11.2	HGNC:15375
15q11.2	HGNC:15376
15q11.2	HGNC:17043
15q11.2	HGNC:17044
15q11.2	HGNC:18600
15q11.2	HGNC:26660
15q11.2	HGNC:27892
15q11.2	HGNC:32376
15q11.2	HGNC:32377
15q11.2	HGNC:33734
15q11.2	HGNC:33973
15q11.2	HGNC:35336
15q11.2	HGNC:35628
15q11.2	HGNC:37444
15q11.2	HGNC:38008
15q11.2	HGNC:38274
15q11.2	HGNC:38287
15q11.2	HGNC:38588
15q11.2	HGNC:38589
15q11.2	HGNC:38664
15q11.2	HGNC:41860
15q11.2	HGNC:43510
15q11.2	HGNC:43828
15q11.2	HGNC:46122
15q11.2	HGNC:46511
15q11.2	HGNC:46561
15q11.2	HGNC:47594
15q11.2	HGNC:4870
15q11.2	HGNC:4875
15q11.2	HGNC:49141
15q11.2	HGNC:49872
15q11.2	HGNC:50289
15q11.2	HGNC:50787
15q11.2	HGNC:50844
15q11.2	HGNC:51240
15q11.2	HGNC:51736
15q11.2	HGNC:53069
15q11.2	HGNC:54500
15q11.2	HGNC:55109
15q11.2	HGNC:55110
15q11.2	HGNC:55112
15q11.2	HGNC:55113
15q11.2	HGNC:55116
15q11.2	HGNC:55117
15q11.2	HGNC:5563
15q11.2	HGNC:5565
15q11.2	HGNC:5566
15q11.2	HGNC:5658
15q11.2	HGNC:8312
10q11.21q11.23	HGNC:10010
10q11.21q11.23	HGNC:10936
10q11.21q11.23	HGNC:16843
10q11.21q11.23	HGNC:17167
10q11.21q11.23	HGNC:17312
10q11.21q11.23	HGNC:18978
10q11.21q11.23	HGNC:1912
10q11.21q11.23	HGNC:19736
10q11.21q11.23	HGNC:21536
10q11.21q11.23	HGNC:23199
10q11.21q11.23	HGNC:23334
10q11.21q11.23	HGNC:23414
10q11.21q11.23	HGNC:23423
10q11.21q11.23	HGNC:23424
10q11.21q11.23	HGNC:23459
10q11.21q11.23	HGNC:23463
10q11.21q11.23	HGNC:23465
10q11.21q11.23	HGNC:23499
10q11.21q11.23	HGNC:23535
10q11.21q11.23	HGNC:23581
10q11.21q11.23	HGNC:23584
10q11.21q11.23	HGNC:23586
10q11.21q11.23	HGNC:23587
10q11.21q11.23	HGNC:23590
10q11.21q11.23	HGNC:23649
