name	hgnc_id
17q12	HGNC:11531
17q12	HGNC:11630
17q12	HGNC:12309
17q12	HGNC:17007
17q12	HGNC:18257
17q12	HGNC:19235
17q12	HGNC:19357
17q12	HGNC:20038
17q12	HGNC:23213
17q12	HGNC:26202
17q12	HGNC:26234
17q12	HGNC:26831
17q12	HGNC:28639
17q12	HGNC:28944
17q12	HGNC:29860
17q12	HGNC:30708
17q12	HGNC:51245
17q12	HGNC:51246
17q12	HGNC:557
17q12	HGNC:6593
17q12	HGNC:84
1q21.1_BP3-BP4	HGNC:1008
1q21.1_BP3-BP4	HGNC:13840
1q21.1_BP3-BP4	HGNC:15580
1q21.1_BP3-BP4	HGNC:18012
1q21.1_BP3-BP4	HGNC:1916
1q21.1_BP3-BP4	HGNC:24297
1q21.1_BP3-BP4	HGNC:25232
1q21.1_BP3-BP4	HGNC:29609
1q21.1_BP3-BP4	HGNC:31993
1q21.1_BP3-BP4	HGNC:33996
1q21.1_BP3-BP4	HGNC:3773
1q21.1_BP3-BP4	HGNC:4279
1q21.1_BP3-BP4	HGNC:4281
1q21.1_BP3-BP4	HGNC:53923
1q21.1_BP3-BP4	HGNC:9379
1q21_TAR	HGNC:16861
1q21_TAR	HGNC:16952
1q21_TAR	HGNC:17013
1q21_TAR	HGNC:18154
1q21_TAR	HGNC:26323
1q21_TAR	HGNC:26618
1q21_TAR	HGNC:27639
1q21_TAR	HGNC:28466
1q21_TAR	HGNC:28715
1q21_TAR	HGNC:30076
1q21_TAR	HGNC:31862
1q21_TAR	HGNC:31984
1q21_TAR	HGNC:31992
1q21_TAR	HGNC:32000
1q21_TAR	HGNC:33593
1q21_TAR	HGNC:33998
1q21_TAR	HGNC:35237
1q21_TAR	HGNC:4887
1q21_TAR	HGNC:6135
1q21_TAR	HGNC:8821
1q21_TAR	HGNC:8853
1q21_TAR	HGNC:9905
2q21.1	HGNC:19236
2q21.1	HGNC:23623
2q21.1	HGNC:26771
2q21.1	HGNC:27016
2q21.1	HGNC:30272
2q21.1	HGNC:33895
2q21.1	HGNC:37094
2q21.1	HGNC:54076
2q21.1	HGNC:684
15q11.2	HGNC:13759
15q11.2	HGNC:15373
15q11.2	HGNC:15375
15q11.2	HGNC:17043
15q11.2	HGNC:17044
15q11.2	HGNC:18600
15q11.2	HGNC:32376
15q11.2	HGNC:33734
15q11.2	HGNC:37444
15q11.2	HGNC:50289
15q11.2	HGNC:51240
15q11.2	HGNC:53069
15q11.2	HGNC:55109
15q11.2	HGNC:55110
10q11.21q11.23	HGNC:10936
10q11.21q11.23	HGNC:17167
10q11.21q11.23	HGNC:17312
10q11.21q11.23	HGNC:1912
10q11.21q11.23	HGNC:19736
10q11.21q11.23	HGNC:21536
10q11.21q11.23	HGNC:23199
10q11.21q11.23	HGNC:23334
10q11.21q11.23	HGNC:23414
10q11.21q11.23	HGNC:23423
10q11.21q11.23	HGNC:23459
10q11.21q11.23	HGNC:23463
10q11.21q11.23	HGNC:23535
10q11.21q11.23	HGNC:23581
10q11.21q11.23	HGNC:23586
10q11.21q11.23	HGNC:23590
10q11.21q11.23	HGNC:23730
10q11.21q11.23	HGNC:25590
10q11.21q11.23	HGNC:26470
10q11.21q11.23	HGNC:26973
10q11.21q11.23	HGNC:27274
10q11.21q11.23	HGNC:27277
10q11.21q11.23	HGNC:27421
10q11.21q11.23	HGNC:28572
10q11.21q11.23	HGNC:29323
10q11.21q11.23	HGNC:30320
10q11.21q11.23	HGNC:3438
10q11.21q11.23	HGNC:4215
10q11.21q11.23	HGNC:4217
10q11.21q11.23	HGNC:45009
10q11.21q11.23	HGNC:52383
10q11.21q11.23	HGNC:546
10q11.21q11.23	HGNC:6881
10q11.21q11.23	HGNC:7372
10q11.21q11.23	HGNC:7671
10q11.21q11.23	HGNC:8605
10q11.21q11.23	HGNC:9329
10q11.21q11.23	HGNC:9921
16p12.1	HGNC:12586
16p12.1	HGNC:16378
16p12.1	HGNC:1799
16p12.1	HGNC:24615
16p12.1	HGNC:27087
16p12.1	HGNC:27088
16p12.1	HGNC:28740
16p12.1	HGNC:30347
16p12.1	HGNC:35414
16p12.1	HGNC:37233
16p12.1	HGNC:41985
2q13_NPHP1	HGNC:27339
2q13_NPHP1	HGNC:6818
2q13_NPHP1	HGNC:7905
2q13	HGNC:1148
2q13	HGNC:19988
2q13	HGNC:24762
2q13	HGNC:25621
2q13	HGNC:25913
2q13	HGNC:26740
2q13	HGNC:30941
2q13	HGNC:32419
2q13	HGNC:7027
2q13	HGNC:9849
2q13	HGNC:994
16p11.2prox	HGNC:11249
16p11.2prox	HGNC:11455
16p11.2prox	HGNC:11605
16p11.2prox	HGNC:16835
16p11.2prox	HGNC:1769
16p11.2prox	HGNC:18327
16p11.2prox	HGNC:20922
16p11.2prox	HGNC:22234
16p11.2prox	HGNC:2252
16p11.2prox	HGNC:25201
16p11.2prox	HGNC:25295
16p11.2prox	HGNC:26346
16p11.2prox	HGNC:26649
16p11.2prox	HGNC:26905
16p11.2prox	HGNC:27380
16p11.2prox	HGNC:28638
16p11.2prox	HGNC:28707
16p11.2prox	HGNC:28748
16p11.2prox	HGNC:29488
16p11.2prox	HGNC:2985
16p11.2prox	HGNC:30004
16p11.2prox	HGNC:30500
16p11.2prox	HGNC:30844
16p11.2prox	HGNC:30961
16p11.2prox	HGNC:32479
16p11.2prox	HGNC:37491
16p11.2prox	HGNC:414
16p11.2prox	HGNC:4917
16p11.2prox	HGNC:53563
16p11.2prox	HGNC:6391
16p11.2prox	HGNC:6877
16p11.2prox	HGNC:6914
16p11.2prox	HGNC:7531
16p11.2prox	HGNC:9319
16p11.2prox	HGNC:9755
16p13.11	HGNC:17619
16p13.11	HGNC:19213
16p13.11	HGNC:25242
16p13.11	HGNC:26435
16p13.11	HGNC:26827
16p13.11	HGNC:28995
16p13.11	HGNC:29562
16p13.11	HGNC:29909
16p13.11	HGNC:30060
16p13.11	HGNC:30346
16p13.11	HGNC:41980
16p13.11	HGNC:51
16p13.11	HGNC:57
16p13.11	HGNC:7569
16p13.11	HGNC:7909
15q13.3_BP4-BP5	HGNC:13672
15q13.3_BP4-BP5	HGNC:15781
15q13.3_BP4-BP5	HGNC:15782
15q13.3_BP4-BP5	HGNC:1960
15q13.3_BP4-BP5	HGNC:20718
15q13.3_BP4-BP5	HGNC:25999
15q13.3_BP4-BP5	HGNC:29170
15q13.3_BP4-BP5	HGNC:37443
15q13.3_BP4-BP5	HGNC:38652
15q13.3_BP4-BP5	HGNC:44406
15q13.3_BP4-BP5	HGNC:44407
15q13.3_BP4-BP5	HGNC:44408
15q13.3_BP4-BP5	HGNC:7146
7q11.23_dist	HGNC:10623
7q11.23_dist	HGNC:10625
7q11.23_dist	HGNC:12852
7q11.23_dist	HGNC:13189
7q11.23_dist	HGNC:14461
7q11.23_dist	HGNC:15973
7q11.23_dist	HGNC:18165
7q11.23_dist	HGNC:21444
7q11.23_dist	HGNC:21697
7q11.23_dist	HGNC:23082
7q11.23_dist	HGNC:26729
7q11.23_dist	HGNC:34005
7q11.23_dist	HGNC:35464
7q11.23_dist	HGNC:4913
7q11.23_dist	HGNC:51512
7q11.23_dist	HGNC:5246
7q11.23_dist	HGNC:6971
7q11.23_dist	HGNC:9203
7q11.23_dist	HGNC:9208
HNPP	HGNC:14293
HNPP	HGNC:14379
HNPP	HGNC:14383
HNPP	HGNC:14395
HNPP	HGNC:2260
HNPP	HGNC:30453
HNPP	HGNC:42961
HNPP	HGNC:5198
HNPP	HGNC:9118
13q12.12	HGNC:10519
13q12.12	HGNC:10809
13q12.12	HGNC:11915
13q12.12	HGNC:23222
